Designation	blues_s	blues_ns	MPI	YSI						
IR129411.B.61.B.3.1	595.6843038	8644.920508	4620.302406	0.068905701						
IR129411.B.94.B.2.1	2262.217645	5701.228421	3981.723033	0.396794774						
IR129414.B.6.B.1.1	982.8867434	9252.978799	5117.932771	0.106223819						
IR129420.B.31.B.1.1	3098.907804	5353.188707	4226.048256	0.578890073						
IR129420.B.39.B.3.1	1562.990798	5356.243206	3459.617002	0.291807287						
IR129434.B.11.B.1.1	1591.944866	8221.7866	4906.865733	0.193625175						
IR129434.B.30.B.2.1	2369.935547	6651.158558	4510.547053	0.356319208						
IR129434.B.86.B.4.1	1987.574335	7106.867001	4547.220668	0.279669555						
IR129434.B.94.B.3.1	3312.121261	6939.153226	5125.637244	0.47730914						
IR129458.B.106.B.3.1	873.6038295	6508.007495	3690.805662	0.134235222						
